10.18.128.3,5.1873336
155.99.130.79,3.948333
155.99.130.56,3.7946665
199.104.93.30,5.086
199.104.93.21,5.180333
140.197.253.138,5.4006667
140.197.252.85,7.057667
140.197.252.43,7.3916664
140.197.248.79,7.397667
68.87.170.65,8.295334
96.110.43.225,43.72066
96.110.33.138,71.52866
71.25.197.110,18.465332
172.68.1.2,28.699
141.193.213.11,18.234999
